Fuente	Media	Desviacion_Estandar	Puntos
Global	-4.7960106059470515	54.14347610415408	324886
Montecarlo	7.423367494259861	52.863118085681634	32
Montecarlo	-20.40679929154279	55.01463216131288	32
Montecarlo	-7.7144487012056375	47.22500509320586	32
Montecarlo	-15.81279251389757	28.426076364636582	32
Montecarlo	5.970568692883612	49.7439241909021	32
Montecarlo	-21.817780352293436	47.77561691586281	32
Montecarlo	-2.6227382999075592	45.366321110469876	32
Montecarlo	-13.334006016325425	53.8207895716658	32
Montecarlo	-12.105957301362567	41.30564880944275	32
Montecarlo	9.84927261400509	59.7517828662964	32
Montecarlo	-1.908249787462272	42.23241678953857	32
Montecarlo	4.464543897092845	50.042197927771475	32
Montecarlo	-2.1356325730331847	45.77354476526602	32
Montecarlo	-0.8731032597648065	73.07518419383368	32
Montecarlo	-11.533112368544206	44.11218250581992	32
Montecarlo	-1.937219233630504	44.86651274978017	32
Montecarlo	-8.904276164627209	54.491217672911894	32
Montecarlo	1.2043246258885327	41.529319931535156	32
Montecarlo	-25.13644885101986	66.81069168087399	32
Montecarlo	-18.31218960758962	48.81202455616952	32
Montecarlo	-6.7164837479304325	35.695243959895116	32
Montecarlo	1.0881695717761422	51.60323397714875	32
Montecarlo	6.807394983416552	51.63872015899051	32
Montecarlo	24.530136215345465	61.65097145303443	32
Montecarlo	-25.65854575548539	50.226140713703685	32
Montecarlo	-3.036216891425667	61.05407742890297	32
Montecarlo	8.502264847272262	52.707246156335366	32
Montecarlo	-25.41387551161985	62.28515556688406	32
Montecarlo	4.685114087906246	53.211026889945124	32
Montecarlo	2.4683431081222853	38.60063467453494	32
Montecarlo	-8.206333780990278	65.08789355951727	32
Montecarlo	0.48985857226666507	55.124698352789565	32
Montecarlo	-24.801368041807855	56.28266747136994	32
Montecarlo	-20.70190141173104	65.82510822940274	32
Montecarlo	-14.950291645604983	44.09648684696127	32
Montecarlo	-13.69272281254365	35.46018510611089	32
Montecarlo	-2.7896234047598516	39.94709798250911	32
Montecarlo	-13.700202941615185	46.583369263246965	32
Montecarlo	-5.835579023080278	48.75680548184161	32
Montecarlo	-5.048346903887377	41.261049676913835	32
Montecarlo	-3.694299511266159	41.615160603812456	32
Montecarlo	-10.61294399722188	48.85276193792835	32
Montecarlo	-10.862045476648348	51.61885548467616	32
Montecarlo	-10.738608733301298	52.18637254991578	32
Montecarlo	-4.0799223979263335	57.303919848497955	32
Montecarlo	14.073921476738235	58.01809836404699	32
Montecarlo	-7.250384146891198	55.64011911179703	32
Montecarlo	-10.922566060542072	60.58647093817332	32
Montecarlo	7.865458793910124	65.56957707142342	32
Montecarlo	-3.2240860913360487	40.15107882653057	32
Montecarlo	-6.799263390926545	40.42982043105844	32
Montecarlo	-8.295472914147133	67.92219067946252	32
Montecarlo	-4.711046120461219	54.59826572631583	32
Montecarlo	-2.840566026890773	45.384114588293194	32
Montecarlo	-7.835223910610709	42.69192968555655	32
Montecarlo	-11.514661143782428	54.781277570236696	32
Montecarlo	-16.51868958281468	41.903962601299156	32
Montecarlo	10.295664002710309	44.47219622880514	32
Montecarlo	-0.556483663546258	40.181002445716324	32
Montecarlo	-14.926124617448533	38.045900007817856	32
Montecarlo	0.7948324796899637	40.89789676035963	32
Montecarlo	9.319662672879499	93.57703162952892	32
Montecarlo	-10.931038898523045	55.650853594300756	32
Montecarlo	-20.959128052874284	58.20850387006408	32
Montecarlo	1.5737373959064676	62.12055524522188	32
Montecarlo	-5.9340917599144385	62.14059788277251	32
Montecarlo	-12.888175051168592	41.954577858611984	32
Montecarlo	-5.286532119644508	42.6805279811847	32
Montecarlo	-9.98496231274727	54.77589670361164	32
Montecarlo	-18.84373363291339	58.16066381784731	32
Montecarlo	-10.946103003087963	37.45357845525305	32
Montecarlo	-23.09415439296412	63.62338730954724	32
Montecarlo	2.4212473666354883	69.71809364934171	32
Montecarlo	-9.225221863061941	48.23999934789361	32
Montecarlo	12.3472034168615	50.9562528954543	32
Montecarlo	11.218778405831955	48.872166567796924	32
Montecarlo	1.0491056028741923	82.54547566679811	32
Montecarlo	-11.936482901082432	42.766910712428896	32
Montecarlo	-8.775361694085571	42.178835712682805	32
Montecarlo	-15.72019075968657	61.79964517000934	32
Montecarlo	-11.851411227368974	40.15583535281166	32
Montecarlo	-23.042788165226646	39.48402089810535	32
Montecarlo	-9.236567402060714	53.317320834765496	32
Montecarlo	-9.842575374851062	39.83468212125827	32
Montecarlo	-10.502124939350155	59.70017918405756	32
Montecarlo	-11.150933918192171	36.795330410451996	32
Montecarlo	-4.342824002285283	44.612860878819944	32
Montecarlo	13.08575535818288	64.19225292134304	32
Montecarlo	-22.739042209347577	59.88901158912598	32
Montecarlo	-11.728071588217222	53.243650122787926	32
Montecarlo	-11.433479563247847	55.16532789998084	32
Montecarlo	-14.671229048004982	41.24454246153638	32
Montecarlo	-6.049664119641269	48.67964780508268	32
Montecarlo	-12.504477891594416	53.730719333403215	32
Montecarlo	-18.42989691143216	75.84888395772873	32
Montecarlo	-6.346073781455782	47.95618729934234	32
Montecarlo	-16.297034118874652	73.46498784328202	32
Montecarlo	-5.22748417120011	50.1485137664611	32
Montecarlo	-5.551801616255987	50.283578093277846	32
Montecarlo	5.511946495607273	42.1013237386621	32
Montecarlo	-15.477121187515658	48.15942786443626	32
Montecarlo	-10.99876773581288	71.13868201215737	32
Montecarlo	-13.28943169973996	43.483294791169726	32
Montecarlo	10.27333456257779	47.213668005730234	32
Montecarlo	-8.398722486627236	40.480369611337686	32
Montecarlo	-7.505867546511892	39.42432176080809	32
