Fuente	Media	Desviacion_Estandar	Puntos
Global	6.410048168106807	5.996642315255443	14587094
Montecarlo	6.446253347254907	5.12171103541526	1458
Montecarlo	6.48058389232308	5.851338237167535	1458
Montecarlo	6.2460911377595005	4.354411707573044	1458
Montecarlo	6.297676524152611	6.260564838192628	1458
Montecarlo	6.436827340919453	5.835479355199787	1458
Montecarlo	6.474564072051091	6.1574301472431445	1458
Montecarlo	6.315518221513131	5.116106946914164	1458
Montecarlo	6.684203496666958	5.420728789014204	1458
Montecarlo	6.335519056923778	5.221755640492809	1458
Montecarlo	6.377142959599285	5.136255251865854	1458
Montecarlo	6.341566835520499	5.043781743960715	1458
Montecarlo	6.619925506992165	5.7906743507536955	1458
Montecarlo	6.607644254431314	6.589742171024719	1458
Montecarlo	6.319467783470384	5.298533349116789	1458
Montecarlo	6.1902372855484264	4.881662460774662	1458
Montecarlo	6.466467701438872	7.100570199661485	1458
Montecarlo	6.573201161808994	5.767058061251122	1458
Montecarlo	6.113786763468807	5.087098197901244	1458
Montecarlo	6.060507108072269	4.587740954346936	1458
Montecarlo	6.531503354142425	6.620383385249912	1458
Montecarlo	6.27443096278272	4.404995027714694	1458
Montecarlo	6.168826482424475	4.687009835720763	1458
Montecarlo	6.292868432297739	5.824851496556014	1458
Montecarlo	6.494486332033362	4.984105215644828	1458
Montecarlo	6.166386737823513	4.980214004861269	1458
Montecarlo	6.673434012011498	7.944784412470837	1458
Montecarlo	6.478691164806759	5.577540708806963	1458
Montecarlo	6.414303096826916	6.284941546355946	1458
Montecarlo	6.1759146763964745	5.077886339377159	1458
Montecarlo	6.648971503475477	5.776483957202646	1458
Montecarlo	6.460103272422092	7.394919200090854	1458
Montecarlo	6.469241219157399	6.364484792729078	1458
Montecarlo	6.280581468126673	4.630704669756451	1458
Montecarlo	6.621781093933029	5.8730150674169295	1458
Montecarlo	6.3844715003155965	5.78818032349542	1458
Montecarlo	6.323765324012644	5.242891900549851	1458
Montecarlo	6.616775773937403	7.554211114517076	1458
Montecarlo	6.304008105361253	5.026377650636254	1458
Montecarlo	6.651954106809648	6.56020986936822	1458
Montecarlo	6.750663471876969	6.229791314063023	1458
Montecarlo	6.484072715668068	6.418984849633532	1458
Montecarlo	6.587724650473017	6.8491337643316355	1458
Montecarlo	6.567971616959755	8.244489540613298	1458
Montecarlo	6.582732118664189	5.950883194946643	1458
Montecarlo	6.656862107496891	6.39777187755345	1458
Montecarlo	6.431213630136817	4.689686326524766	1458
Montecarlo	6.504643694019143	6.48259972862935	1458
Montecarlo	6.608761139004816	6.240641399792373	1458
Montecarlo	6.62944808976402	6.151316810744389	1458
Montecarlo	6.548790854204792	6.009385709403114	1458
Montecarlo	6.521038222147153	6.614576762699062	1458
Montecarlo	6.2847579694301645	5.5232507882709765	1458
Montecarlo	6.629062080330175	7.37550545951491	1458
Montecarlo	6.170579886801291	5.271985085537727	1458
Montecarlo	6.394864332892866	5.23869100976663	1458
Montecarlo	6.4178000369066535	5.25286486736808	1458
Montecarlo	6.447920803480754	5.092148994655338	1458
Montecarlo	6.267045525297039	4.819382113822194	1458
Montecarlo	6.2264032779157965	5.095089096988559	1458
Montecarlo	6.27580863772798	5.757431751206045	1458
Montecarlo	6.130068895468395	4.574014877892712	1458
Montecarlo	6.3371890564881195	4.69994508475603	1458
Montecarlo	6.456747936290912	5.236509431768304	1458
Montecarlo	6.115295373356092	4.63021300527014	1458
Montecarlo	6.5401795981312265	6.326820848534581	1458
Montecarlo	6.468283572387328	5.438280901472572	1458
Montecarlo	6.178858918831643	4.427968264004831	1458
Montecarlo	6.303540812885751	8.420732064509712	1458
Montecarlo	6.404082370802428	7.556182876348216	1458
Montecarlo	6.354809838776653	4.849336290405073	1458
Montecarlo	6.394572713650558	5.116176612232336	1458
Montecarlo	6.312486931557007	4.729700081979217	1458
Montecarlo	6.45610016078385	6.05901223589522	1458
Montecarlo	6.2922982763977915	5.281508507034665	1458
Montecarlo	6.378248768703798	5.300305693818192	1458
Montecarlo	6.444206529803872	6.458123570273809	1458
Montecarlo	6.25728164060234	4.5085085694391385	1458
Montecarlo	6.4420821109128825	5.859304735686479	1458
Montecarlo	6.419360720787804	7.865329147546179	1458
Montecarlo	6.303349842682827	4.784488300041986	1458
Montecarlo	6.244521033013539	5.239111125152515	1458
Montecarlo	6.519273304158366	5.769131570354237	1458
Montecarlo	6.7206979658990464	9.308772728291704	1458
Montecarlo	6.33169907031453	5.210647072123074	1458
Montecarlo	6.219318109917946	4.30994401027103	1458
Montecarlo	6.268856229498407	4.689903301088445	1458
Montecarlo	6.247592680180751	5.319560921463482	1458
Montecarlo	6.341569839803397	4.8508917302267855	1458
Montecarlo	6.374141031277488	5.185507084028098	1458
Montecarlo	6.281292945739853	4.768533285950747	1458
Montecarlo	6.384152892431905	6.418012927379732	1458
Montecarlo	6.432786934244289	5.158735035837269	1458
Montecarlo	6.377256220906791	5.093547500571686	1458
Montecarlo	7.031692741545308	20.357778502493584	1458
Montecarlo	6.219397042950451	4.728130867430549	1458
Montecarlo	6.450050374418821	6.095872014373518	1458
Montecarlo	6.310461061214257	4.96259622029239	1458
Montecarlo	6.731781887771519	7.221398933660369	1458
Montecarlo	6.560562774906446	5.141647227915075	1458
Montecarlo	6.53724624206464	6.274970408714794	1458
Montecarlo	6.6189222283792	5.812171333630434	1458
Montecarlo	6.348515699919015	5.284376452003173	1458
Montecarlo	6.653532408918268	6.0727405219860335	1458
Montecarlo	6.476963156488337	5.33461873614006	1458
Montecarlo	6.369381727577588	7.260457312183491	1458
Montecarlo	6.583172173252884	7.165736479073272	1458
Montecarlo	6.25546430665773	4.899728048585014	1458
Montecarlo	6.418590298944136	5.562230157187168	1458
Montecarlo	6.3748401255847	5.094172612730276	1458
Montecarlo	6.293860934906544	4.807047862751661	1458
Montecarlo	6.438561966038408	5.053966204528341	1458
Montecarlo	6.415135874391663	5.380414243161488	1458
Montecarlo	6.327444618261694	5.118127111530837	1458
Montecarlo	6.537267144296942	5.705306434065686	1458
Montecarlo	6.202018777549656	4.647783687491546	1458
Montecarlo	6.467747997535163	5.459876982208493	1458
Montecarlo	6.470022317830959	6.945976620352123	1458
Montecarlo	6.39788852166772	5.855827484449648	1458
Montecarlo	6.451794664080269	5.294817305640408	1458
Montecarlo	6.409340842361454	5.236049322967374	1458
Montecarlo	6.2457905664821185	5.298729567718916	1458
Montecarlo	6.4196763560777725	5.971797522775871	1458
Montecarlo	6.506386511715995	5.052401156663781	1458
Montecarlo	6.262833954481749	6.950156941433667	1458
Montecarlo	6.302725062889815	5.66074931676639	1458
Montecarlo	6.34862614071191	5.471906979374996	1458
Montecarlo	6.3903406455346055	6.155765185223531	1458
Montecarlo	6.2519445342067055	4.57964678226252	1458
Montecarlo	6.237312399495096	6.167819814305435	1458
Montecarlo	6.471563063545565	5.6754978653181825	1458
Montecarlo	6.301056735365038	5.030151980404376	1458
Montecarlo	6.273139340787542	4.967035153718826	1458
Montecarlo	6.342307502308097	4.868931966764779	1458
Montecarlo	6.560161010372573	5.60952098497848	1458
Montecarlo	6.2875277300511	4.729711252382094	1458
Montecarlo	6.4814462615407855	5.0385851563963415	1458
Montecarlo	6.254740408617628	5.052562124902893	1458
Montecarlo	6.617583260951628	6.114458220273864	1458
Montecarlo	6.411080483215449	6.388272848986026	1458
Montecarlo	6.341977361350294	6.046107090410993	1458
Montecarlo	6.658366476683831	6.909854133370283	1458
Montecarlo	6.4854478964236755	6.1526921164256985	1458
Montecarlo	6.44051318650644	5.568319419087769	1458
Montecarlo	6.638315034623843	6.659421971599183	1458
Montecarlo	6.424436149795954	7.204318619209277	1458
Montecarlo	6.2113340532747	5.151651583687788	1458
Montecarlo	6.387159291069688	5.364815401699701	1458
Montecarlo	6.379268330705802	6.957941697281407	1458
Montecarlo	6.468848292422163	5.202149630235952	1458
Montecarlo	6.510206853123021	5.791299006320175	1458
Montecarlo	6.662854355477614	5.63420463383827	1458
Montecarlo	6.561931624390216	5.914459620018601	1458
Montecarlo	6.599390427497166	5.93209924909313	1458
Montecarlo	6.3698354288359695	4.998449651889217	1458
Montecarlo	6.417760847920637	5.816952053162133	1458
Montecarlo	6.226569192654177	4.764803477333762	1458
Montecarlo	6.137927896388115	5.009153377304136	1458
Montecarlo	6.718577505755769	6.694132734503983	1458
Montecarlo	6.504434327619881	5.768763133226301	1458
Montecarlo	6.4359085034188075	5.589522186234602	1458
Montecarlo	6.164139982125961	5.360541417477474	1458
Montecarlo	6.461525650403761	5.557635769949313	1458
Montecarlo	6.4949207138437295	8.349408877910765	1458
Montecarlo	6.542357779742501	5.1088247403186395	1458
Montecarlo	6.318802859738356	5.660261022140952	1458
Montecarlo	6.43666513610473	4.877124858529426	1458
Montecarlo	6.357413809952476	5.880761462087587	1458
Montecarlo	6.402748235059791	5.194152366529334	1458
Montecarlo	6.206214114784974	4.419082518061876	1458
Montecarlo	6.330090901745976	5.366979049278949	1458
Montecarlo	6.270616635225035	4.847357379185245	1458
Montecarlo	6.499312283668738	5.089116889949927	1458
Montecarlo	6.566034152468672	6.949513457434775	1458
Montecarlo	6.438346557317363	6.524481156508432	1458
Montecarlo	6.378682013241803	7.168119711880548	1458
Montecarlo	6.559237170585728	7.236023945916849	1458
Montecarlo	6.344255880816755	6.502874553225591	1458
Montecarlo	6.484477516225148	6.583270564033721	1458
Montecarlo	6.5772664547890205	6.533205539360646	1458
Montecarlo	6.32880657246403	5.199713031482396	1458
Montecarlo	6.2655817858463	5.533740817180637	1458
Montecarlo	6.472218995622371	5.8454408626365195	1458
Montecarlo	6.345235880677147	4.9900484367063696	1458
Montecarlo	6.405360224900333	5.366916470664893	1458
Montecarlo	6.3867563648834516	5.799616510391716	1458
Montecarlo	6.265860668229768	6.029921001231301	1458
Montecarlo	6.6934616262042255	6.608451842183494	1458
Montecarlo	6.474126319122556	5.452451025551359	1458
Montecarlo	6.469981059407547	5.391211713599568	1458
Montecarlo	6.1990716630811304	5.173083723525644	1458
Montecarlo	6.4144601501496705	5.281195798002486	1458
Montecarlo	6.639940337941497	8.1085736181543	1458
Montecarlo	6.4920055102805065	8.044230704349653	1458
Montecarlo	6.579052272636657	5.158977776347094	1458
Montecarlo	6.5595321688552435	6.167223454468524	1458
Montecarlo	6.472322918942476	5.451610687092522	1458
Montecarlo	6.231063649800602	4.476207577662849	1458
Montecarlo	6.4587460930174885	5.2005316345286765	1458
